Id,Credit Score,Income,Employment Status,Debt-to-Income Ratio,Loan Amount,Loan Purpose,Marital Status,Number of Dependents,Residence Status,Previous Loan History,Bank Account Balance,Education Level,Existing Loan Balance,Maximum Loan Limit,Loan Approval Status
231,781,80387,Employed,0.171,7050,Education,Single,1,Owner,Paid in Full,3957,High School,0.0,39238,1
232,772,69057,Employed,0.4,52502,Education,Single,2,Living with Parents,No Previous Loan,6382,Master or above,0.0,33320,1
233,780,149998,Employed,0.308,15105,Personal Expenses,Married,2,Renter,Paid in Full,9133,High School,0.0,73124,1
234,572,27916,Employed,0.315,6885,Personal Expenses,Single,2,Living with Parents,Defaulted,12426,High School,14421.397667198176,0,0
235,695,56437,Self-employed,0.1,9182,Home Purchase,Married,2,Owner,No Previous Loan,12266,High School,0.0,24514,1
236,632,38095,Employed,0.129,9057,Education,Married,3,Renter,Paid in Full,10707,High School,0.0,15047,0
237,643,81158,Employed,0.207,11245,Personal Expenses,Married,2,Living with Parents,No Previous Loan,10116,Bachelor,0.0,32615,1
238,785,26729,Employed,0.1,5117,Home Purchase,Married,2,Renter,No Previous Loan,27697,Bachelor,0.0,13113,1
239,800,71343,Employed,0.36,6646,Personal Expenses,Married,2,Renter,Paid in Full,12624,Bachelor,0.0,35671,1
240,546,0,Unemployed,0.341,32286,Home Purchase,Single,0,Renter,No Previous Loan,6426,High School,0.0,0,0
241,642,0,Unemployed,0.147,18054,Personal Expenses,Married,1,Renter,No Previous Loan,14172,Bachelor,0.0,0,0
242,555,0,Unemployed,0.378,12880,Home Purchase,Married,2,Owner,No Previous Loan,22085,High School,0.0,0,0
243,683,47551,Employed,0.2,15039,Personal Expenses,Married,1,Renter,No Previous Loan,74089,Bachelor,0.0,20298,1
244,798,103192,Employed,0.4,14331,Home Purchase,Single,0,Renter,No Previous Loan,6253,Bachelor,0.0,51467,1
245,625,0,Unemployed,0.214,12169,Car Purchase,Married,1,Living with Parents,No Previous Loan,4535,Master or above,0.0,0,0
246,800,82120,Employed,0.258,25157,Home Purchase,Divorced,1,Renter,No Previous Loan,13720,Master or above,0.0,41060,1
247,562,0,Unemployed,0.34,23364,Home Purchase,Married,2,Living with Parents,No Previous Loan,4201,Master or above,0.0,0,0
248,758,0,Unemployed,0.328,3115,Personal Expenses,Single,1,Living with Parents,Paid in Full,13036,Master or above,0.0,0,0
249,639,45374,Self-employed,0.251,13150,Home Purchase,Married,5,Owner,No Previous Loan,47490,High School,0.0,18121,0
250,800,75790,Employed,0.186,3327,Car Purchase,Single,0,Owner,Paid in Full,4096,Master or above,0.0,37895,1
251,550,45704,Employed,0.251,28321,Education,Single,0,Living with Parents,No Previous Loan,7948,High School,0.0,15710,0
252,646,46624,Self-employed,0.118,32320,Home Purchase,Single,2,Living with Parents,No Previous Loan,11072,Bachelor,0.0,18824,0
253,800,28061,Employed,0.215,8143,Home Purchase,Single,2,Owner,Paid in Full,18654,High School,0.0,14030,1
254,471,95342,Employed,0.1,13346,Home Purchase,Single,0,Living with Parents,Paid in Full,4824,Bachelor,0.0,28066,1
255,610,49468,Employed,0.1,1815,Education,Single,1,Renter,No Previous Loan,49877,High School,0.0,18859,0
256,553,0,Unemployed,0.205,39679,Personal Expenses,Married,4,Renter,No Previous Loan,19951,High School,0.0,0,0
257,750,35743,Employed,0.326,30499,Personal Expenses,Married,1,Living with Parents,Paid in Full,14244,Bachelor,0.0,16754,1
258,706,74613,Employed,0.293,47376,Personal Expenses,Married,3,Renter,Paid in Full,6648,High School,0.0,32922,1
259,454,40991,Employed,0.192,66326,Education,Married,2,Renter,Defaulted,1610,Bachelor,886.3590463875288,10744,0
260,773,55895,Employed,0.375,4410,Personal Expenses,Single,2,Renter,Paid in Full,5115,Master or above,0.0,27004,1
261,502,0,Unemployed,0.143,36455,Car Purchase,Single,0,Owner,Paid in Full,11444,Bachelor,0.0,0,0
262,800,89096,Employed,0.1,65848,Car Purchase,Married,2,Renter,No Previous Loan,27734,Bachelor,0.0,44548,1
263,644,59342,Employed,0.1,3365,Car Purchase,Married,2,Owner,No Previous Loan,29090,Master or above,0.0,23885,1
264,655,24786,Self-employed,0.1,12639,Home Purchase,Married,1,Renter,Paid in Full,17588,High School,0.0,10146,0
265,583,267936,Self-employed,0.282,10429,Personal Expenses,Single,0,Renter,No Previous Loan,5748,Master or above,0.0,97629,1
266,726,143634,Employed,0.137,35286,Home Purchase,Single,2,Renter,Paid in Full,220039,Bachelor,0.0,65173,1
267,532,86114,Self-employed,0.246,1369,Personal Expenses,Single,2,Owner,Defaulted,6610,Bachelor,865.2209509357035,27767,1
268,611,41171,Employed,0.365,92204,Car Purchase,Single,1,Owner,Paid in Full,40248,High School,0.0,15722,0
269,777,56687,Employed,0.1,13403,Home Purchase,Married,2,Owner,Paid in Full,12330,Bachelor,0.0,27528,1
270,652,45724,Self-employed,0.248,37492,Home Purchase,Married,4,Owner,Paid in Full,5086,Master or above,0.0,18632,0
271,737,112874,Self-employed,0.254,14123,Car Purchase,Married,3,Renter,Paid in Full,10988,Bachelor,0.0,51992,1
272,587,68415,Self-employed,0.114,24536,Personal Expenses,Single,2,Owner,No Previous Loan,6436,Bachelor,0.0,25099,1
273,506,0,Unemployed,0.335,1472,Education,Married,2,Owner,No Previous Loan,1441,Bachelor,0.0,0,0
274,656,47416,Employed,0.171,10207,Education,Married,2,Renter,Paid in Full,11125,High School,0.0,19440,0
275,800,105102,Employed,0.162,35016,Home Purchase,Single,0,Owner,Paid in Full,5518,Bachelor,0.0,52551,1
276,682,133538,Self-employed,0.4,20021,Car Purchase,Single,0,Renter,Paid in Full,1295,Bachelor,0.0,56920,1
277,800,128832,Employed,0.252,2918,Home Purchase,Single,1,Renter,No Previous Loan,654,Bachelor,0.0,64416,1
278,800,87606,Self-employed,0.293,15950,Personal Expenses,Single,0,Owner,No Previous Loan,7298,Bachelor,0.0,43803,1
279,766,52880,Self-employed,0.335,6614,Home Purchase,Married,1,Renter,No Previous Loan,2010,Bachelor,0.0,25316,0
280,707,11864,Self-employed,0.135,6065,Education,Single,3,Renter,Paid in Full,3743,Bachelor,391.5942922573747,4850,0
281,665,69611,Employed,0.325,3278,Education,Married,2,Renter,No Previous Loan,3402,High School,0.0,28932,1
282,800,59945,Employed,0.15,27847,Car Purchase,Single,2,Owner,Paid in Full,57799,High School,1233.5382865830115,28738,1
283,681,64349,Employed,0.146,45652,Education,Single,0,Owner,No Previous Loan,18952,Master or above,0.0,27388,1
284,732,61638,Employed,0.173,124984,Personal Expenses,Married,2,Living with Parents,Paid in Full,7486,Master or above,0.0,28199,1
285,782,30914,Employed,0.138,3434,Home Purchase,Single,0,Owner,Paid in Full,7217,High School,1425.6656387678715,13683,1
286,647,79284,Employed,0.282,32311,Education,Married,2,Living with Parents,Paid in Full,7464,Master or above,1197.86783040629,30862,1
287,766,82306,Employed,0.227,34509,Personal Expenses,Single,2,Owner,No Previous Loan,6849,Bachelor,0.0,39403,1
288,685,84395,Employed,0.151,8394,Car Purchase,Married,1,Living with Parents,Paid in Full,13131,High School,0.0,36131,1
289,800,96315,Employed,0.267,5992,Home Purchase,Married,2,Renter,Paid in Full,4275,High School,0.0,48157,1
290,552,81155,Employed,0.172,5064,Home Purchase,Single,0,Renter,No Previous Loan,2716,High School,0.0,27998,1
291,619,48878,Employed,0.167,8852,Personal Expenses,Single,1,Renter,No Previous Loan,27107,Master or above,0.0,18909,0
292,621,57912,Self-employed,0.205,18369,Car Purchase,Married,1,Living with Parents,Paid in Full,4029,Bachelor,0.0,22477,0
293,792,62796,Employed,0.246,58449,Home Purchase,Single,0,Renter,Paid in Full,18532,Master or above,393.99201333438947,30690,1
294,728,63319,Employed,0.239,45303,Home Purchase,Married,4,Renter,Paid in Full,3739,Bachelor,0.0,28810,1
295,623,98835,Employed,0.164,2982,Home Purchase,Married,1,Renter,Paid in Full,21278,Bachelor,485.0880012309712,37998,1
296,503,82779,Self-employed,0.285,6815,Home Purchase,Married,3,Owner,Defaulted,6435,High School,5559.582725847264,20464,1
297,800,169527,Employed,0.178,55019,Car Purchase,Married,5,Living with Parents,Paid in Full,6874,High School,0.0,84763,1
298,800,180833,Employed,0.135,7220,Car Purchase,Single,1,Owner,Paid in Full,18912,Bachelor,0.0,90416,1
299,528,62437,Employed,0.1,14170,Personal Expenses,Married,3,Renter,No Previous Loan,34878,Bachelor,0.0,20604,1
300,702,8811,Employed,0.298,2725,Personal Expenses,Single,1,Renter,No Previous Loan,14736,Bachelor,0.0,3865,1
301,754,111359,Employed,0.201,47516,Car Purchase,Single,1,Owner,No Previous Loan,11285,Bachelor,0.0,52477,1
302,741,45794,Employed,0.221,2215,Personal Expenses,Married,1,Living with Parents,No Previous Loan,4709,Master or above,0.0,21208,1
303,795,40189,Employed,0.305,2901,Car Purchase,Married,2,Owner,Paid in Full,9504,Bachelor,0.0,19968,1
304,715,49162,Self-employed,0.152,42899,Education,Married,1,Renter,No Previous Loan,11931,High School,0.0,21969,0
305,594,0,Unemployed,0.1,102320,Home Purchase,Married,2,Renter,Paid in Full,23482,Bachelor,0.0,0,0
306,583,81489,Employed,0.207,11217,Home Purchase,Married,2,Renter,No Previous Loan,19304,Bachelor,0.0,29692,1
307,541,27512,Employed,0.231,14313,Home Purchase,Single,2,Renter,No Previous Loan,16212,Master or above,0.0,9302,0
308,668,35004,Self-employed,0.174,37200,Home Purchase,Married,5,Renter,No Previous Loan,2407,Bachelor,0.0,14614,0
309,559,71230,Employed,0.347,20035,Personal Expenses,Single,0,Living with Parents,No Previous Loan,42441,Master or above,0.0,24885,1
310,627,81926,Employed,0.1,10327,Home Purchase,Single,0,Living with Parents,No Previous Loan,4536,Master or above,0.0,32104,1
311,800,82691,Employed,0.312,9231,Home Purchase,Married,2,Renter,Paid in Full,7296,High School,0.0,41345,1
312,738,40480,Employed,0.279,3130,Personal Expenses,Married,1,Owner,No Previous Loan,7099,Bachelor,0.0,18671,1
313,334,0,Unemployed,0.246,18934,Education,Married,3,Living with Parents,Defaulted,6754,Master or above,2884.0767252743976,0,0
314,573,46573,Self-employed,0.1,13682,Car Purchase,Single,2,Renter,No Previous Loan,5334,Bachelor,0.0,16678,0
315,723,67645,Employed,0.328,9681,Home Purchase,Married,1,Owner,Defaulted,17560,High School,30527.212080974627,39,1
316,728,126101,Employed,0.1,5508,Personal Expenses,Divorced,2,Owner,Paid in Full,5253,Bachelor,0.0,57375,1
317,755,21555,Employed,0.149,6095,Home Purchase,Single,0,Renter,Paid in Full,1666,Master or above,0.0,10171,1
318,800,53730,Employed,0.183,27838,Education,Single,2,Renter,Paid in Full,33580,Master or above,0.0,26865,1
319,632,30815,Employed,0.241,36223,Education,Single,1,Renter,Paid in Full,17991,Bachelor,0.0,12171,0
320,777,26264,Employed,0.264,10814,Car Purchase,Single,0,Renter,No Previous Loan,5648,Master or above,0.0,12754,1
321,723,97302,Self-employed,0.289,9733,Personal Expenses,Single,2,Owner,Defaulted,3600,Bachelor,96335.97643815048,0,1
322,800,78779,Employed,0.282,6387,Home Purchase,Single,0,Renter,Paid in Full,69751,High School,1056.3049878668858,38333,1
323,704,75118,Employed,0.225,38277,Personal Expenses,Married,1,Renter,Paid in Full,7900,High School,0.0,33051,1
324,674,0,Unemployed,0.242,15472,Education,Married,1,Owner,No Previous Loan,34122,Bachelor,0.0,0,0
325,689,47204,Self-employed,0.1,21670,Education,Divorced,0,Renter,Paid in Full,6849,Bachelor,0.0,20327,0
326,727,48328,Employed,0.125,21467,Personal Expenses,Single,4,Renter,Paid in Full,22046,Bachelor,0.0,21959,1
327,663,178968,Employed,0.29,11027,Education,Single,2,Owner,No Previous Loan,1082,Bachelor,0.0,74159,1
328,486,53040,Employed,0.284,4677,Personal Expenses,Single,0,Owner,Defaulted,564,High School,545.6119414355685,15565,0
329,626,86652,Employed,0.272,5539,Home Purchase,Married,2,Owner,No Previous Loan,34534,Bachelor,0.0,33902,1
330,800,60191,Employed,0.149,46336,Personal Expenses,Single,0,Owner,No Previous Loan,21569,High School,0.0,30095,1
331,800,23812,Self-employed,0.291,7259,Personal Expenses,Single,0,Renter,Paid in Full,17965,High School,0.0,11906,0
332,800,21585,Employed,0.1,9951,Personal Expenses,Married,1,Owner,No Previous Loan,8111,High School,0.0,10792,1
333,629,44918,Employed,0.308,4824,Personal Expenses,Single,2,Living with Parents,No Previous Loan,98354,High School,0.0,17658,0
334,610,101737,Employed,0.174,4445,Home Purchase,Married,1,Renter,No Previous Loan,2586,High School,0.0,38787,1
335,770,88987,Employed,0.368,6950,Car Purchase,Single,1,Renter,Paid in Full,26557,Master or above,0.0,42824,1
336,585,94763,Self-employed,0.1,81162,Personal Expenses,Married,3,Renter,No Previous Loan,12759,Master or above,0.0,34647,0
337,800,36628,Self-employed,0.376,28964,Education,Married,1,Living with Parents,Paid in Full,3573,High School,0.0,18314,0
338,709,134596,Employed,0.164,8857,Car Purchase,Single,1,Living with Parents,Paid in Full,38834,High School,0.0,59642,1
339,800,37036,Employed,0.162,44297,Home Purchase,Single,0,Owner,No Previous Loan,18459,Bachelor,0.0,18518,1
340,576,66736,Employed,0.219,12880,Car Purchase,Single,0,Renter,Paid in Full,13794,Master or above,0.0,24024,1
341,800,59690,Employed,0.13,58113,Education,Married,1,Owner,No Previous Loan,12114,Bachelor,0.0,29845,1
342,559,55004,Employed,0.193,136972,Personal Expenses,Married,5,Renter,No Previous Loan,6283,Bachelor,0.0,19217,0
343,751,117171,Employed,0.126,41938,Car Purchase,Married,1,Living with Parents,No Previous Loan,10546,Bachelor,0.0,54997,1
344,603,42173,Employed,0.13,16487,Home Purchase,Single,0,Living with Parents,Paid in Full,12937,Bachelor,3316.9141921779838,12577,0
345,691,30555,Employed,0.249,30185,Education,Married,3,Owner,Paid in Full,71538,Bachelor,0.0,13195,1
346,744,60602,Employed,0.11,15227,Personal Expenses,Single,0,Living with Parents,Paid in Full,2121,Bachelor,0.0,28179,1
347,788,49128,Employed,0.123,2391,Car Purchase,Single,1,Owner,Paid in Full,2326,Master or above,0.0,24195,1
348,546,324743,Employed,0.1,7794,Personal Expenses,Single,2,Living with Parents,Paid in Full,7948,Bachelor,0.0,110818,1
349,596,84149,Employed,0.15,5791,Car Purchase,Married,2,Renter,No Previous Loan,3796,High School,0.0,31345,1
350,597,48894,Employed,0.331,7623,Personal Expenses,Married,1,Living with Parents,Defaulted,3457,Bachelor,56388.96200616095,0,0
351,583,35385,Self-employed,0.115,90172,Personal Expenses,Single,1,Renter,No Previous Loan,31963,Bachelor,0.0,12893,0
352,661,23434,Employed,0.127,46071,Personal Expenses,Married,2,Living with Parents,Paid in Full,14164,Master or above,0.0,9681,0
353,634,35935,Employed,0.219,23311,Personal Expenses,Single,0,Living with Parents,No Previous Loan,10336,High School,0.0,14239,0
354,644,63549,Employed,0.163,33797,Car Purchase,Married,1,Renter,Paid in Full,5201,Bachelor,1485.053247705221,24093,1
355,606,122487,Employed,0.4,2261,Personal Expenses,Divorced,0,Renter,No Previous Loan,17528,Master or above,0.0,46391,1
356,582,105129,Employed,0.184,31069,Education,Married,2,Renter,No Previous Loan,10376,Bachelor,0.0,38240,1
357,800,67281,Employed,0.234,38385,Home Purchase,Married,2,Renter,No Previous Loan,6649,Bachelor,0.0,33640,1
358,800,0,Unemployed,0.294,1597,Home Purchase,Single,1,Owner,Paid in Full,32976,Bachelor,0.0,0,0
359,720,68631,Employed,0.292,32242,Car Purchase,Single,0,Renter,Paid in Full,49820,Bachelor,0.0,30883,1
360,775,46294,Employed,0.223,3610,Personal Expenses,Married,1,Owner,Paid in Full,30909,High School,0.0,22423,1
361,766,141673,Employed,0.184,2091,Education,Married,2,Renter,No Previous Loan,19106,Bachelor,0.0,67825,1
362,696,54584,Employed,0.4,56507,Education,Single,0,Renter,Paid in Full,13095,Master or above,0.0,23744,1
363,477,57464,Employed,0.19,5479,Home Purchase,Married,1,Renter,No Previous Loan,2441,Bachelor,0.0,17131,0
364,515,0,Unemployed,0.156,7330,Car Purchase,Single,2,Renter,No Previous Loan,14995,Bachelor,0.0,0,0
365,714,54414,Employed,0.135,40352,Home Purchase,Divorced,1,Renter,No Previous Loan,2853,High School,0.0,24282,1
366,545,0,Unemployed,0.1,11054,Car Purchase,Married,3,Renter,No Previous Loan,19695,High School,0.0,0,0
367,726,0,Unemployed,0.282,12526,Personal Expenses,Single,0,Owner,Paid in Full,12960,High School,561.3697031409984,0,0
368,718,41222,Employed,0.1,12255,Personal Expenses,Married,2,Renter,No Previous Loan,4000,Master or above,0.0,18498,1
369,800,89183,Employed,0.199,21234,Car Purchase,Married,1,Renter,Paid in Full,23058,Master or above,1865.13863313894,42726,1
370,794,28674,Employed,0.18,11961,Education,Single,2,Owner,Paid in Full,2415,Bachelor,0.0,14229,1
371,800,101823,Employed,0.4,16813,Education,Single,2,Owner,Paid in Full,7273,High School,0.0,50911,1
372,757,45983,Employed,0.1,9065,Home Purchase,Single,1,Living with Parents,Paid in Full,13341,Bachelor,0.0,21755,1
373,640,49405,Employed,0.11,21324,Personal Expenses,Married,1,Renter,No Previous Loan,10687,Bachelor,0.0,19762,0
374,800,34206,Employed,0.186,20530,Car Purchase,Single,3,Renter,Paid in Full,4615,Master or above,0.0,17103,1
375,800,72484,Employed,0.18,100076,Education,Married,1,Renter,Paid in Full,718,High School,804.6788867885864,35437,1
376,611,205260,Self-employed,0.145,10245,Education,Married,2,Renter,No Previous Loan,17850,Bachelor,0.0,78383,0
377,784,88685,Employed,0.192,12476,Home Purchase,Single,1,Owner,Paid in Full,202720,Master or above,0.0,43455,1
378,658,38947,Self-employed,0.1,19046,Home Purchase,Married,2,Renter,Defaulted,16653,Master or above,7095.310743353405,8921,0
379,800,105863,Employed,0.236,39349,Home Purchase,Married,3,Renter,Paid in Full,5184,High School,0.0,52931,1
380,643,51213,Employed,0.1,5035,Car Purchase,Divorced,1,Renter,No Previous Loan,14587,High School,0.0,20581,0
381,746,119293,Employed,0.197,16636,Home Purchase,Married,2,Living with Parents,Paid in Full,16967,High School,0.0,55620,1
382,624,89808,Employed,0.14,1221,Personal Expenses,Married,3,Living with Parents,No Previous Loan,12586,High School,0.0,35025,1
383,484,13773,Self-employed,0.302,11433,Personal Expenses,Married,2,Renter,Paid in Full,7603,High School,0.0,4166,0
384,731,36317,Self-employed,0.376,43850,Personal Expenses,Single,1,Living with Parents,Paid in Full,14733,Master or above,0.0,16592,0
385,800,96210,Self-employed,0.167,7256,Personal Expenses,Single,1,Renter,Paid in Full,10494,Master or above,2142.4496291973505,45962,1
386,454,64726,Employed,0.339,17901,Personal Expenses,Married,2,Renter,No Previous Loan,68921,High School,0.0,18366,0
387,757,35962,Employed,0.168,8838,Home Purchase,Single,2,Living with Parents,No Previous Loan,7073,High School,0.0,17014,1
388,598,43708,Self-employed,0.103,6351,Education,Married,2,Living with Parents,Paid in Full,9946,Bachelor,798.872315214138,15536,0
389,633,23132,Self-employed,0.375,39628,Home Purchase,Married,1,Living with Parents,Paid in Full,4008,Master or above,0.0,9151,0
390,550,0,Unemployed,0.252,5274,Home Purchase,Single,0,Renter,Paid in Full,10608,Bachelor,763.2088450842149,0,0
391,782,181215,Employed,0.2,20105,Education,Single,3,Renter,No Previous Loan,20475,High School,0.0,88568,1
392,732,89730,Employed,0.269,20417,Education,Single,1,Renter,Paid in Full,8462,Bachelor,1057.482304998496,39993,1
